"NAM"	"DAT"	"PERIOD"	"ӘАОЖ(каталог бойынша)"	"LӘАОЖ(каталог бойынша)"	"ОЖА"	"LОЖА"	"VAL"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"TURKISTAN REGION"	"0"	"Total"	"0"	"8.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"TURKISTAN REGION"	"0"	"Total"	"0"	"8.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"12.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"12.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"11.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"11.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"12.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"11.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.9"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"9.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"9.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"9.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"8.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"11.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"8.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"8.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"11.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"9.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"8.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"10.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"9.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"TURKISTAN REGION"	"0"	"countryside"	"0"	"8.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"SHYMKENT CITY"	"0"	"Total"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"SHYMKENT CITY"	"0"	"Total"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"SHYMKENT CITY"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"SHYMKENT CITY"	"0"	"Total"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"SHYMKENT CITY"	"0"	"Total"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"SHYMKENT CITY"	"0"	"Total"	"0"	"3.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"SHYMKENT CITY"	"0"	"Total"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"SHYMKENT CITY"	"0"	"Total"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"SHYMKENT CITY"	"0"	"Total"	"0"	"6.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"SHYMKENT CITY"	"0"	"Total"	"0"	"5.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"SHYMKENT CITY"	"0"	"Total"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"SHYMKENT CITY"	"0"	"Total"	"0"	"3.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"SHYMKENT CITY"	"0"	"Total"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"SHYMKENT CITY"	"0"	"Total"	"0"	"6.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"SHYMKENT CITY"	"0"	"Total"	"0"	"6.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"SHYMKENT CITY"	"0"	"Total"	"0"	"6.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"SHYMKENT CITY"	"0"	"Total"	"0"	"6.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"SHYMKENT CITY"	"0"	"Total"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"SHYMKENT CITY"	"0"	"Total"	"0"	"7.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"SHYMKENT CITY"	"0"	"Total"	"0"	"6.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"SHYMKENT CITY"	"0"	"Total"	"0"	"7.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"SHYMKENT CITY"	"0"	"Total"	"0"	"6.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"SHYMKENT CITY"	"0"	"Total"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"SHYMKENT CITY"	"0"	"Total"	"0"	"5.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"SHYMKENT CITY"	"0"	"Total"	"0"	"6.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"SHYMKENT CITY"	"0"	"Total"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"SHYMKENT CITY"	"0"	"Total"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"3.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"6.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"5.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"3.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"6.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"6.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"6.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"6.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"7.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"6.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"7.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"6.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"5.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"6.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"SHYMKENT CITY"	"0"	"urban area"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"ABAY REGION"	"0"	"urban area"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"ABAY REGION"	"0"	"urban area"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"ABAY REGION"	"0"	"urban area"	"0"	"6.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"ABAY REGION"	"0"	"urban area"	"0"	"5.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"ABAY REGION"	"0"	"urban area"	"0"	"7.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"ABAY REGION"	"0"	"urban area"	"0"	"7.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"ABAY REGION"	"0"	"urban area"	"0"	"6.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"ABAY REGION"	"0"	"urban area"	"0"	"6.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"ABAY REGION"	"0"	"urban area"	"0"	"7.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"ABAY REGION"	"0"	"urban area"	"0"	"8.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"ABAY REGION"	"0"	"urban area"	"0"	"7.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"ABAY REGION"	"0"	"urban area"	"0"	"6.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"ULYTAU REGION"	"0"	"countryside"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"ULYTAU REGION"	"0"	"countryside"	"0"	"5.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"ULYTAU REGION"	"0"	"countryside"	"0"	"12.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"ULYTAU REGION"	"0"	"countryside"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"ULYTAU REGION"	"0"	"countryside"	"0"	"12.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"ULYTAU REGION"	"0"	"countryside"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"ULYTAU REGION"	"0"	"countryside"	"0"	"7.5"
